,Opportunity Unique Identifier,Bridge Name,Country,Level 1 Government,Level 2 Government,Level 3 Government,Level 4 Government,latitude,longitude,Reason site not valid,Site Validation Comments,Flag for Rejection,River crossing deaths in last 3 years,Incident descriptions,Days per year river is flooded,Flood duration during rainy season,Notes on social information,Width of River During Flooding (m),Health access blocked by river,Education access blocked by river,Market access blocked by river,Other access blocked by river,Form: Created Date,Form: Created By,geometry
286,1042444,Raffierkro-kpokahankro,Cote d'Ivoire,Gbeke,Bouaké,COMMUNE DE Bouake,Raffierkro,7.579394,-5.02725,,La rivière est dangereuse une fois innondé.cette rivière doit être traversée  avant  la rivière kôlloua.donc elles sont liées,No,0,2.les maladies prasitaires,30,7,"Bouaké, Commune de Bouaké  ,Raffierkro,chez kpli Joseph, 3 participants. Les habitants se deplacent pour des funérailles.",41,Hôpital - Hospital;Pharmacie - Pharmacy,Collège ou Université - University,Feme - Farms;Usine ou Installation de transformation agricole - Factory or processing facilities;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/21/22,olgaakaaya taroworks,POINT (-5.02725 7.579394)
287,1042758,Kouadianikro 4,Cote d'Ivoire,Gbeke,Bouaké,Brobo,Kouadianikro,7.656048,-4.757863,,Ce site est plus proche du village nommé  Sokouamékro. Cette rivière tari en saison sèche,No,0,2 blessés lors des traversée,90,7,"Bouaké, Brobo, Bounda, en bordure du site en présence du membre GSC de kouadianikro",25,Hôpital - Hospital;Pharmacie - Pharmacy,,Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court)",11/3/22,olgaakaaya taroworks,POINT (-4.757863 7.656048)
288,1042756,Kouadianikro 2,Cote d'Ivoire,Gbeke,Bouaké,Brobo,Kouadianikro (Bassin de Bounda),7.611149,-4.755858,,Cette rivière nommée loka 2 est précédée  de la rivière loka 1. Elle tari en saison sèche,No,0,5 blessés en traversant à  vélo,60,7,,12,,,Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court)",11/3/22,olgaakaaya taroworks,POINT (-4.755858 7.611149)
289,1042446,Raffierkro-Kpokahankro,Cote d'Ivoire,Gbeke,Bouaké,Commune de Bouaké,Raffierkro,7.583974,-5.03336,,"La rivière Tchokonou est la source principle .la rivière  Kôlloua est la  dérivée de Tchokonou et Kôlloua sont allignées en longueur.d0nc on doit traverser launched après l""autre pour accéder au village de Kpokahankro.",No,0,5.les blessés et des maladies parasitaires,30,7,"Bouaké, Commune de Bouaké, Raffierkro, chez kpli Joseph, 3 Hommes. La communauté se deplace pour des funérailles",22,Hôpital - Hospital;Pharmacie - Pharmacy,Collège ou Université - University,Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/21/22,olgaakaaya taroworks,POINT (-5.03336 7.583974)
290,1042604,Belle-Ahoukro 3,Cote d'Ivoire,Gbeke,Sakassou,Dibri Assrikro,Belle-Ahoukro 3(Akanzakro),7.557953,-5.139317,,Depuis  2002 ce site était en travaux .mais il a été abandonné.,No,0,2 blessés,180,60,"Sakassou, Dibri Assrikro, Allè village voisin de Belle-Ahoukro, en bordure de la rivière, 1 homme",90,,École Primaire - Primary,Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/26/22,olgaakaaya taroworks,POINT (-5.139317 7.557953)
291,1042622,Akanzakro 4,Cote d'Ivoire,Gbeke,Bouaké,Bouaké,Akanzakro,7.647738,-5.123547,,La rivière Gogowa 2 est la même que Gogowa 1 mais de traversée différentes.,No,0,2 blessés  car cette rivière est remplit de rocher,30,90,"Bouaké, Bouaké  ,Akanzakro, en bordure de la rivière  ,1 homme",10,Hôpital - Hospital;Pharmacie - Pharmacy,,Feme - Farms,"Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc)",10/27/22,olgaakaaya taroworks,POINT (-5.123547 7.647738)
292,1042656,Akanzakro 5,Cote d'Ivoire,Gbeke,Bouaké,Bouaké,Akanzakro,7.619498,-5.097534,,,No,0,0,7,4,La rivière  Affintré coule pour ensuite joindre la rivière  kanmlé.elle est donc un versant de la rivière kanmlé,11,,École Primaire - Primary,Feme - Farms,Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court),10/30/22,olgaakaaya taroworks,POINT (-5.097534 7.619498)
293,1042654,Akanzakro 8,Cote d'Ivoire,Gbeke,Bouaké,Bouaké,Akanzakro,7.607276,-5.079609,,L?eau est couverte par les herbes.et très profonde par endroit,No,0,0,30,7,"Bouaké, Bouaké, Akanzakro, en bordure de la rivière, 1 homme.la communauté traverse pour des visites familiales",17,,École Primaire - Primary,Feme - Farms,"Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/30/22,olgaakaaya taroworks,POINT (-5.079609 7.607276)
294,1042411,Koblékro -kahankro,Cote d'Ivoire,Gbeke,Bouaké,Commune de Bouaké,Koblékro,7.711596,-4.935139,,Ancien site ou les véhicules passaient IL y a 24 ans.maintenant utilisé uniquement par les piétons .,No,0,0,60,3,Quand la rivière n`est pas inondée .on traverse à pied.car IL y a un buzz sous terre.,32,Hôpital - Hospital,,,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc)",10/20/22,olgaakaaya taroworks,POINT (-4.935139 7.711596)
295,1042811,Lokassou 2,Cote d'Ivoire,Gbeke,Bouaké,Djebonoua,Lokassou,7.556665,-5.054987,,"C'est un basfond qu,on traverse après le loka bas  pour accéder à  Assengou ,elle est  couverte d?herbe",No,0,0,30,5,La communauté préfère cette  piste car sur le bitume ils sont exposés aux véhicules. .pour la lin,105,,Collège ou Université - University,Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc)",11/4/22,olgaakaaya taroworks,POINT (-5.054987 7.556665)
296,1042706,Bounda 3,Cote d'Ivoire,Gbeke,Bouaké,Brobo,Bounda,7.633008,-4.695693,,La rivière tari en février  et janvier. Lorsque  l?harmattan est très avancée. Elle coule fortement et se déverse dans la rivière klofor.,No,0,3 blessés du à la traversée difficile et glissante.,180,5,,7,,,Feme - Farms,,11/1/22,olgaakaaya taroworks,POINT (-4.695693 7.633008)
297,1042812,Lokassou 3,Cote d'Ivoire,Gbeke,Bouaké,Djebonoua,Lokassou,7.560373,-5.053272,,Le site est utilisé pour une riziere. Mais boueux et très profond par endroit. La très pénible.,No,0,O,180,4,"A pied. Bouaké, Djebonoua, Lokassou, en bordure du site, en présence du président du GSC et  un membre de la communauté",126,,Collège ou Université - University,Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc)",11/4/22,olgaakaaya taroworks,POINT (-5.053272 7.560373)
298,1042707,Bounda 4,Cote d'Ivoire,Gbeke,Bouaké,Brobo,Bounda,7.631811,-4.699259,,Elle précède la rivière godogo 1 et kôhndou. Cette rivière se déverse dans le kôhndou,No,0,2 blessés du à la traversée difficile,180,5,"Bouaké, Brobo, Bounda, en bordure de rivière  en présence du président  du GSC de Bounda",11,,,Feme - Farms,,11/1/22,olgaakaaya taroworks,POINT (-4.699259 7.631811)
299,1042346,Fahris_Oko  /Kahankro,Cote d'Ivoire,Gbeke,Bouaké,Commune de Bouake,Fahris_Oko (Bassin de Kahankro),7.748689,-4.953136,,C`est un basfond utilisé pour la rizière en saison  sèche et la tomato est aussi cultivée .la communauté  préfère ce site car on ne traverse pas la forêt sacrée avant d`y acceder.facile d`accès.,No,1,1,60,14,Pour  etablir les extraits de naissance des enfants.,70,Hôpital - Hospital,Collège ou Université - University,,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc)",10/19/22,olgaakaaya taroworks,POINT (-4.953136 7.748689)
300,1042814,Assengou 1,Cote d'Ivoire,Gbeke,Bouaké,Djebonoua,Assengou,7.57166,-5.035811,,Ce basfond est inaccessible en saison pluvieuse,No,0,0,180,7,"Traversée à pied. Bouaké ?Djebonoua, Assengou, en bordure du site  ,en présence de 2 membres du GSC de Lokassou et un membre de la communauté de Assengou",51,,Collège ou Université - University,Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc)",11/4/22,olgaakaaya taroworks,POINT (-5.035811 7.57166)
301,1042755,kouadianikro 1,Cote d'Ivoire,Gbeke,Bouaké,Brobo,Kouadianikro(Bassin Bounda),7.611862,-4.754897,,Kouadianikro est un village du bassin de Bounda,No,0,0,60,14,"Bouaké, Bouaké, Brobo, kouadianikro, en bordure de la rivière avec un membre GSC  et le Responsable du champ en b.",17,,,Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc)",11/3/22,olgaakaaya taroworks,POINT (-4.754897 7.611862)
302,1042544,Ahodji,Cote d'Ivoire,Gbeke,Bouaké,Commune de Bouaké,Ahodji(Raffierkro),7.585846,-5.016996,,,No,0,5 maladie  parasitaires,60,7,"Bouaké, Commune de Bouaké, Ahodji dans le bassin de Raffierkro, en borduredu basfonds en présence de 1 homme.Le basfonds est traversée  pour aller aux funérailles à Raffierkro. Le bassest traversée par la rivière Ballôba",85,Hôpital - Hospital;Pharmacie - Pharmacy,École Primaire - Primary;Collège ou Université - University,Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/24/22,olgaakaaya taroworks,POINT (-5.016996 7.585846)
303,1042757,Kouadianikro 3,Cote d'Ivoire,Gbeke,Bouaké,Brobo,Kouadianikro (Bounda),7.625599,-4.740045,,La rivière tari en saison  sèche. Il y a une rivière à  300m qui deborde et formé la rivière N?zuétrai lors des saisons des pluies. D?où le nom de N?zuétrai qui signifie  l?eau s?étant.,No,0,"2 lors des saison de pluie ,en traversant .les personnes glisse et se blesses",60,,"On traverse en marchant à pied.  Bouaké, Brobo, Bounda, sur le site en présence du  chargé de communication du GSC de Bounda",65,,Collège ou Université - University,Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc)",11/3/22,olgaakaaya taroworks,POINT (-4.740045 7.625599)
304,1042653,Akanzakro 7,Cote d'Ivoire,Gbeke,Bouaké,Bouaké,Akanzakro,7.609853,-5.081621,,L?eau est couverte d?herbes,No,0,0,30,7,"La traversée se fait pour des visites familiales. Bouaké, Bouaké, Akanzakro, en bordure de la rivière ,1 homme",16,,École Primaire - Primary,Feme - Farms,"Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/30/22,olgaakaaya taroworks,POINT (-5.081621 7.609853)
305,1042603,Belle-Ahoukro 1,Cote d'Ivoire,Gbeke,Sakassou,Dibri Assrikro,Belle-Ahoukro(Akanzakro),7.580808,-5.102623,,La parcelle en bordure est cultivée par Réné d?Akanzakro,No,0,0,180,24,"Bouaké, Sakassou,Belle-Ahoukro dans le bassin de Akanzakro,en bode la rivière, 1 homme. Juste après la on a un basfond.",112,,,Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/26/22,olgaakaaya taroworks,POINT (-5.102623 7.580808)
306,1042412,Koblékro-Koblékro,Cote d'Ivoire,Gbeke,Bouaké,Commune de Bouaké,Koblékro,7.707892,-4.930695,,"La de l,eau est Forte quand c`est remplit.il un buzz avant mais emporté par l,eau",No,0,0,60,2,,22,Hôpital - Hospital,,,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc)",10/20/22,olgaakaaya taroworks,POINT (-4.930695 7.707892)
307,1042546,Fahris_Oko 4,Cote d'Ivoire,Gbeke,Bouaké,Commune de Bouaké,Fahris_Oko (Kahankro),7.766534,-4.931996,,Un basfond traversée par une rivière appelée Fôkôdan.cette rivière est le versant de deux rivière. Ce basfond est utilisé pour les cultures de riz .,No,0,5 blessés et maladies parasitaires,90,30 jours,"Bouaké, Commune Bouaké, Fahris_Oko, en Bordure de la rivière, 1 homme.en traversant on va à Affouékro",32,,,Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/24/22,olgaakaaya taroworks,POINT (-4.931996 7.766534)
308,1042624,Akanzakro 2,Cote d'Ivoire,Gbeke,Bouaké,Bouaké,Akanzakro,7.635774,-5.111906,,Cette rivière précède la rivière Gogo .Des véhicules traversent pour aller prendre du sable à la carrière mais c?est temporaire. La communauté veut un pont piéton .,No,0,2 blessés,90,30,"Bouaké, Bouaké, Akanzakro, en bordure de la rivière, 1 homme  .la rivière est traversée pour aller au village de Dohoun Bêndê kouassikro",14,Hôpital - Hospital;Pharmacie - Pharmacy,,Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc)",10/27/22,olgaakaaya taroworks,POINT (-5.111906 7.635774)
309,1042445,Raffierkro-Kpokahankro,Cote d'Ivoire,Gbeke,Bouaké,Commune de Bouaké,Raffierkro,7.580006,-5.028149,,IL faut noter que cette traversée est à 50m de la rivière  Ballôba.Et ont tous la même destination,No,0,5 blessures et maladies parasitaires,30,7,"Bouaké, Commune de Bouaké, chez kpli Joseph, 3 hommes.",44,Hôpital - Hospital;Pharmacie - Pharmacy,Collège ou Université - University,Feme - Farms;Usine ou Installation de transformation agricole - Factory or processing facilities;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc)",10/21/22,olgaakaaya taroworks,POINT (-5.028149 7.580006)
310,1042409,Koblékro(Kongonibo)_N'Drikro,Cote d'Ivoire,Gbeke,Bouaké,Commune de Bouaké,Koblékro(Kongonibo),7.710487,-4.904253,,Cette rivière transmet des maladies parasitaires .,No,0,50 environs atteint de maladies parasitairea.,90,7,"Bouaké,commune de Bouaké,Kongonibo (koblékro).dans un basfond, 1homme.Kongonibo est un campement de Koblékro.",45,Hôpital - Hospital,Collège ou Université - University,,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/20/22,olgaakaaya taroworks,POINT (-4.904253 7.710487)
311,1042813,Lokassou 1,Cote d'Ivoire,Gbeke,Bouaké,Djebonoua,Lokassou,7.55552,-5.057044,,Loka signifie  le raffia en pays Baoulé.Donc cette rivière se trouve dans les raffia.cette rivière est le versant des eaux de ruissellement de trois  villages  voisins.,No,0,2 blessés  .lors des culture de riz,340,30,"Bouaké, Djebonoua,Lokassou, en bordure de la rivière en présence du président du GSC  de Assengou et un membre de la communauté.",30,,Collège ou Université - University,Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc)",11/4/22,olgaakaaya taroworks,POINT (-5.057044 7.55552)
312,1042655,Akanzakro 6,Cote d'Ivoire,Gbeke,Bouaké,Bouaké,Akanzakro,7.617831,-5.096018,,la communauté fait la lessive dans cette rivière,No,0,0,0,3,"Bouaké, Bouaké, Akanzakro,en bordure de la rivière, 1 homme. Katièpli est de campement de  3 familles",8,,École Primaire - Primary;Collège ou Université - University,Feme - Farms,"Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/30/22,olgaakaaya taroworks,POINT (-5.096018 7.617831)
313,1042621,Akanzakro 3,Cote d'Ivoire,Gbeke,Bouaké,Bouaké,Akanzakro,7.648972,-5.122961,,,No,0,0,365,365,"Bouaké, Bouaké, Akanzakro. En bordure de la rivière, 1 homme. La communauté traverse pour prendre part aux funérailles. Cette rivière est la dérivée de la rivière Gogo d?où le nom de Gogowa,qui signifie enfant de Gogo.les 2 site de Gogo se croisent en un seul chemin pour rejoindre la rivière Gogowa, qui a deux  traversées.",18,Hôpital - Hospital;Pharmacie - Pharmacy,,Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/27/22,olgaakaaya taroworks,POINT (-5.122961 7.648972)
314,1042602,Belle-Ahoukro 2,Cote d'Ivoire,Gbeke,Sakassou,Dibri,Belle-Ahoukro (Akanzakro),7.573607,-5.107368,,Continuité de la rivière kamlè,No,0,0,180,14,"Sakassou,Assrikro,Belle-Ahoukro  dans le bassin de Akanzakro, en bordure de la rivière, 1 homme",39,,Collège ou Université - University,Marché hebdomadaire - Market (weekly);Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/26/22,olgaakaaya taroworks,POINT (-5.107368 7.573607)
315,1042545,Fahris_Oko 4,Cote d'Ivoire,Gbeke,Bouaké,Commune de Bouaké,Fahris_Oko,7.756158,-4.958643,,La rivière  Fêtê,No,0,3 maladies parasitaires,30,14,".Bouaké, Commune de Bouaké, en bordure de la rivière,1 homme. La communauté se déplace pour des funérailles  dans le village de Kahankro.",23,Hôpital - Hospital,Collège ou Université - University,Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/24/22,olgaakaaya taroworks,POINT (-4.958643 7.756158)
316,1042347,Fahris_Oko/Kahankro,Cote d'Ivoire,Gbeke,Bouaké,Commune de Bouake,Fahris_Oko(Bassin de Kahankro),7.744492,-4.956783,,"Impracticable pendant la saison des pluies,basfonds traverse par la rivier kpandoh.utilise pour la culture de riz  .",No,0,2,60,14,La communauté traverse pour faire établir les extraits de naissance des enfants.ce village est dans le bassin de Kahankro.,50,Hôpital - Hospital,Collège ou Université - University,,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/19/22,olgaakaaya taroworks,POINT (-4.956783 7.744492)
317,1042709,Bounda 2,Cote d'Ivoire,Gbeke,Bouaké,Brobo,Bounda,7.632785,-4.697097,,Cette rivière se déverse la rivière kôbndou.elle précède la rivière kôhndou,No,0,O,60,5,"Bouaké, Brobo, Bounda, en bordure de la rivière, en présence du cultivateur de la parcelle  et du président du GSC de Bounda. L?eau circule bie",9,,,Feme - Farms,,11/1/22,olgaakaaya taroworks,POINT (-4.697097 7.632785)
318,1042708,Bounda 1,Cote d'Ivoire,Gbeke,Bouaké,Brobo,Bounda,7.621922,-4.73989,,L?eau est utilisée pour la lessive.labrive gauche est utilisée pour le maraîcher.cette rivière se trouve dans un basfond,No,0,0,90,90,"Bouaké, Brobo,Bounda, en bordure de la rivière, 2 personnes  dont le président du GSC de Bounda et un membre de la communauté.",89,Hôpital - Hospital;Pharmacie - Pharmacy,École Primaire - Primary;Collège ou Université - University,Feme - Farms,,11/1/22,olgaakaaya taroworks,POINT (-4.73989 7.621922)
319,1040877,Pont 2 du village de faye,Cote d'Ivoire,Gbeke,San-Pédro,Gabiadji test,Faye,4.982456,-6.638561,,,No,0,5,90,90,Les planteurs Traverser pour avoir  acces au champ de cacao et hevea.dans un seul sens.pas d habitations de L autre_cote de LA river,46,,,,,6/30/22,olgaakaaya taroworks,POINT (-6.638561 4.982456)
320,1040876,Pont du village fahe,Cote d'Ivoire,Gbeke,San-Pédro,Gabiadji,Fahe,4.981871,-6.641552,,,No,0,6,90,90,En borders de LA riviere,110,,,,,6/30/22,olgaakaaya taroworks,POINT (-6.641552 4.981871)
321,1043166,Saminikro  Akpêliè,Cote d'Ivoire,Gbeke,Bouaké,Brobo,Saminikro,7.694807,-4.762096,,,No,0,0,90,7,"Bouaké, Brobo, Saminikro et Saminikro, sur le site  ,en présence du membre GSC",26,,,Feme - Farms,,11/11/22,olgaakaaya taroworks,POINT (-4.762096 7.694807)
322,1042922,Yéguébo-Bouakro  Gôgui,Cote d'Ivoire,Gbeke,Bouaké,Brobo,Yéguébo-Bouakro,7.590959,-4.723512,No waterway or barrier,La communauté veut plutôt une ouverture de voie  pour faciliter l?accès du collège aux enfants car le bitume est dangereux. Cette piste mène à Yapikro (un village du bassin),No,0,O,0,0,"Bouaké, Brobo, Yéguébo-Bouakro, rencontre sur le site avec deux membres du GSC. La communauté effectue la traversée pour des funérailles et rencontres familiales",61,,,Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc)",11/8/22,olgaakaaya taroworks,POINT (-4.723512 7.590959)
323,1043168,Takassou  Yorbouèbo,Cote d'Ivoire,Gbeke,Botro,Brobo,Takassou(Bassin de Saminikro),7.722053,-4.791885,,,No,0,0,90,14,"Bouaké, Brobo, Saminikro et Takassou, en bordure de la rivière  en présence d?un membre de la communauté.",9,Hôpital - Hospital;Pharmacie - Pharmacy,Collège ou Université - University,Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc)",11/11/22,olgaakaaya taroworks,POINT (-4.791885 7.722053)
324,1044036,Diéribanouan-Dihyba,Cote d'Ivoire,Gbeke,Béoumi,Lolobo,Diéribanouan,7.809912,-5.390436,,,No,0,1 décès  d?un adulte durant la  traversée,120,7,"Béoumi, Lolobo, Lolobo et Diéribanouan.En bordure du site en présence du président des jeunes",30,,,Feme - Farms,,12/25/22,olgaakaaya taroworks,POINT (-5.390436 7.809912)
325,1043809,Béhéké klika,Cote d'Ivoire,Gbeke,Botro,Languibonou,Béhéké (Bassin de Klèmèkro),7.722827,-5.272489,,La traversée mène au champ.,No,0,0,120,7,,19,,,Feme - Farms,,12/9/22,olgaakaaya taroworks,POINT (-5.272489 7.722827)
326,1044035,Diéribanou-champ,Cote d'Ivoire,Gbeke,Béoumi,Lolobo,Diéribanou,7.808908,-5.378479,,Il  y a  des l?eau mais le site est couvert d?herbes,No,0,10 blessés  au moins  car la traversée en saison pluvieuse est difficile,120,7,"Béoumi, Lolobo, Lolobo et Diéribanoua en  bordure du site en présence de l?adjoint du  président des jeunes",15,,,Feme - Farms,,12/25/22,olgaakaaya taroworks,POINT (-5.378479 7.808908)
327,1044043,Samoïkro-Dihibo 3,Cote d'Ivoire,Gbeke,Béoumi,Lolobo,Samoïkro,7.825911,-5.401573,,La traversée mène à Takramangouakro.une grande partie de la communauté à son champ derrière cette rivière.,No,0,0,120,5,"Béoumi, Lolobo, Lolobo et Samoïkro. En bordure du site en présence du président des jeunes .la communauté traverse pour des visites familiales et des funérailles et aussi  pour des relations amoureuses",88,,,Feme - Farms,"Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",12/25/22,olgaakaaya taroworks,POINT (-5.401573 7.825911)
328,1044044,Samoïkro-Dihibo 4,Cote d'Ivoire,Gbeke,Béoumi,Lolobo,Samoïkro,7.823331,-5.399137,,La traversée mène au village de Takrakongodjan,No,0,0,120,5,"Béoumi, Lolobo, Lolobo et Samoïkro.En bordure du site en présence du président des jeunes",133,,,Feme - Farms,"Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",12/25/22,olgaakaaya taroworks,POINT (-5.399137 7.823331)
329,1043810,Béhéké  Klika N?goua,Cote d'Ivoire,Gbeke,Botro,Languibonou,Béhéké (Bassin de Klèmèkro),7.715017,-5.267477,,La traversée mène uniquement pour les champs,No,0,2 blessés en traversant,120,7,"Botro, Languibonou, klèmèkro et Béhéké. En présence de deux membres membre de la communauté",76,,,Feme - Farms,,12/9/22,olgaakaaya taroworks,POINT (-5.267477 7.715017)
