,Niveau,Dren,IEP,Region,Departemen,Sou_pref,Commune,Localite,Nat_loc,Nom_Etab,CoordX,CoordY,Statut,Fonctionne,Regime_eta,Milieu,Ordre_ense,Type_conf,Ecole_pt_e,Ecole_elec,Localite_e,Eligi_cart,Coges,TCP1,TFCP1,TCP2,TFCP2,TCE1,TFCE1,TCE2,TFCE2,TCM1,TFCM1,TCM2,TFCM2,Aire_total,Aire_inf_3,Aire__3_5,Aire_sup_5,Aire,Densite,CE2_18_19,CM1_18_19,CM2_18_19,CM1_19_20,CM2_19_20,CM2_20_21,Dens_class,densite_pr,Clas_prj_d,Ponde,geometry
123,PRIMAIRE,SAN-PEDRO,GRABO,SAN PEDRO,TABOU,GRABO,0,PODOUE,Un village,EPP PODOUE,660643,533045,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,33,13,25,10,31,16,25,14,9,6,13,4,136,136,0,0,136,1.732484,29.888427,23.469395,11.394132,27.487278,23.973859,27.473858,3,0.349986,1,23,POINT (-5205.085699999705 534563.3936999999)
124,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,AKAKRO,Un campement,EC AKAKRO,699465,533073,Communautaire,Ouverte,Mixte,2,-1,-1,1,1,1,2,1,29,11,37,12,32,17,22,10,17,8,2,2,139,139,0,0,139,1.770701,29.199403,19.444977,16.710132,25.650393,18.634472,24.326576,3,0.309893,1,20,POINT (33713.50480000023 534248.4375)
125,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,DOTOU,Un village,EPP DOTOU,730062,533551,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,42,21,40,16,27,13,40,21,23,15,29,21,201,201,0,0,201,2.56051,26.750983,35.485731,23.39582,25.050077,34.122724,25.440027,3,0.324077,1,23,POINT (64373.104799999855 534457.1355000008)
126,PRIMAIRE,SAN-PEDRO,TABOU,SAN PEDRO,TABOU,TABOU,-1,NIPLOU,Un village,EPP NIPLOU,677755,533837,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,58,28,70,37,33,11,30,14,26,12,12,4,229,221,8,0,229,2.917197,27.997898,24.698898,22.771918,23.050574,21.632357,20.188684,3,0.257181,1,23,POINT (11959.455199999735 535206.1469)
127,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,CITE AGRICOLE,Un village,EPP CITE AGRICOLE,758879,533907,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,42,23,23,13,31,16,29,22,25,14,13,8,163,97,36,30,133,1.694268,33.219557,28.095033,24.49722,32.754579,29.273705,34.839663,3,0.443817,1,23,POINT (93234.09360000025 534559.1543000005)
128,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,DOGBO,-1,MALAN,Un village,EPP PAULKRO,719105,533958,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,38,20,39,14,35,15,27,15,31,14,39,18,209,165,44,0,209,2.66242,36.869483,28.33608,33.914109,36.151984,31.962566,38.540088,3,0.490957,1,23,POINT (53400.57380000036 534961.6653000005)
129,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,ABOULAYEKRO,Un campement,EPP ABOULAYEKRO,734216,534488,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,32,10,43,16,35,14,18,8,23,13,28,13,179,165,14,0,179,2.280255,33.922714,19.038771,25.996965,31.41373,21.764713,31.750876,3,0.40447,1,23,POINT (68542.11990000028 535358.9376999997)
130,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,POPOKO,Un village,EPP POPOKO,775185,534541,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,97,39,93,46,65,33,60,30,39,20,54,29,408,408,0,0,408,5.197452,61.937756,54.172416,40.14051,56.368405,53.122734,55.622398,3,0.708566,1,23,POINT (109562.73419999983 535049.7706000004)
131,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,KOFFIKRO,Un village,EPP KOFFIKRO,767693,534763,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,29,14,19,13,31,15,15,5,23,14,19,7,136,130,6,0,136,1.732484,29.504066,13.903976,21.96519,26.748632,14.009245,26.18742,3,0.333598,1,23,POINT (102065.41280000005 535338.2155000009)
132,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,ADAMADOUGOU,Un village,EPP NEMLINKLA,726181,534872,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,44,20,29,5,35,19,30,15,27,9,31,9,196,123,73,0,196,2.496815,37.894446,30.250782,30.150623,37.665521,33.036166,40.474246,3,0.515595,1,23,POINT (60497.23859999981 535814.6838000007)
133,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,NIKEMANKRO,Un campement,EC NIMANTOULAYE,739400,535225,Communautaire,Ouverte,Mixte,2,-1,-1,1,1,1,2,1,37,13,19,8,14,7,15,7,14,4,16,12,115,25,90,0,115,1.464968,11.877896,12.349449,12.261802,9.779031,10.816178,8.564896,2,0.109107,1,20,POINT (73740.6453999998 536051.1888999995)
134,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,DJIRO GNEPAHIO,Un village,EPP DJIRO GNEPAHIO,762851,535671,Public,Ouverte,Mixte,2,-1,-1,1,1,2,2,2,74,35,73,41,64,28,59,28,46,17,46,19,362,326,15,21,341,4.343949,60.320612,52.904969,45.100895,54.439197,51.404776,53.240374,3,0.678221,1,24,POINT (97226.25 536290.0457000006)
135,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,ANDOKRO,Un campement,EPP ANDOKRO,743159,535813,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,31,14,22,13,22,13,14,10,11,5,28,14,128,60,68,0,128,1.630573,24.815045,18.410488,14.446391,25.582576,23.812951,28.691937,3,0.365502,1,23,POINT (77510.38019999955 536606.7431000005)
136,PRIMAIRE,SAN-PEDRO,GRABO,SAN PEDRO,TABOU,GRABO,0,DEBLABLAI,Un village,EPP DEBLABLAI,668243,535938,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,1,42,25,39,16,48,26,8,4,0,0,0,0,137,137,0,0,137,1.745223,44.567827,8.1409,3.77166,39.60766,9.215418,37.951816,3,0.483463,1,20,POINT (2441.376099999994 537396.9561000001)
137,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,PONT-BRIME,Un village,EPP PONT-BRIME,770420,535953,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,49,26,63,38,51,31,49,22,26,13,68,25,306,306,0,0,306,3.898089,51.725425,46.337568,30.445295,49.284671,47.733537,50.968011,3,0.649274,1,23,POINT (104805.70490000024 536505.2791000009)
138,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,DOGBO,-1,TREICICHVILLE,Un campement,EC TREICHVILLE,703876,536466,Communautaire,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,21,10,14,5,9,3,8,3,2,0,5,4,59,59,0,0,59,0.751592,14.426172,11.583068,7.994434,17.276938,16.082801,21.443736,1,0.273169,1,23,POINT (38163.930900000036 537609.5682999995)
139,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,DOGBO,-1,BACRO CARREFOUR,Un campement,EPP BACRO CARREFOUR,715149,536574,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,12,8,15,8,17,8,17,9,13,5,15,7,89,89,0,0,89,1.133758,18.394892,16.549909,11.385959,18.261953,17.115045,19.53348,1,0.248834,1,23,POINT (49460.367999999784 537617.6154999994)
140,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,CHANTIER,Un campement,EC CALVE FONTAINE,739606,536641,Communautaire,Ouverte,Mixte,2,-1,-1,1,1,1,2,1,6,3,6,4,2,2,3,0,3,0,0,0,20,20,0,0,20,0.254777,10.152789,6.911397,8.089933,14.885449,11.320113,20.417813,1,0.260099,1,20,POINT (73959.51219999976 537467.4843000006)
141,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,VILLAGE,Un campement,EPP MONOGAGA CARREFOUR,779441,536768,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,78,35,50,20,61,35,68,34,34,14,31,10,322,300,22,0,322,4.101911,57.775349,59.648412,32.509864,52.269714,56.356877,51.140271,3,0.651468,1,23,POINT (113842.17920000013 537241.0318999998)
142,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,MONOGAGA CARREFOUR,Un village,EPP MONOGAGA  SAVE THE CHILDREN,779447,536799,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,40,16,54,31,44,22,44,26,20,8,16,7,218,218,0,0,218,2.77707,39.636698,38.445804,19.077547,34.524851,36.153661,32.502075,3,0.414039,1,23,POINT (113848.45930000022 537272.0046999995)
143,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,DOGBO,-1,BAKRO 2,Un village,EPP BAKRO 2,706084,536833,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,51,29,32,17,49,30,38,18,21,10,23,14,214,200,14,0,214,2.726115,52.078509,39.94621,31.398427,51.33394,45.563055,55.012662,3,0.700798,1,23,POINT (40379.76099999994 537957.7006999999)
144,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,KREMOUE,Un village,EPP KREMOUE,752321,537029,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,56,29,56,28,58,25,56,36,52,30,64,37,342,342,0,0,342,4.356688,59.7143,53.877247,53.607384,57.521825,56.210413,60.128977,3,0.765974,1,23,POINT (86695.65759999957 537743.0898000002)
145,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,AMDOULAYE,Un campement,EPP AMDOULAYE,736687,537181,Public,Ouverte,Mixte,2,-1,-1,1,1,2,2,2,21,11,25,15,12,4,22,13,15,9,26,18,121,121,0,0,121,1.541401,12.359101,19.667053,15.088503,11.901905,19.07371,12.435966,3,0.15842,1,24,POINT (71040.87040000036 538034.2413999997)
146,PRIMAIRE,SAN-PEDRO,GRABO,SAN PEDRO,TABOU,GRABO,0,YAOKRO,Un campement,EC YAOKRO,663827,537397,Communautaire,Ouverte,Mixte,2,-1,-1,1,1,1,2,1,5,2,5,2,4,1,0,0,0,0,0,0,14,14,0,0,14,0.178344,5.956093,1.44349,1.300572,6.892251,2.914246,8.291179,1,0.10562,1,20,POINT (-1973.6187000004575 538899.2120999992)
147,PRIMAIRE,SAN-PEDRO,GRABO,SAN PEDRO,TABOU,GRABO,0,ABRAMKRO,Un campement,EC ABRAHAMKRO,663024,537424,Communautaire,Ouverte,Mixte,2,-1,-1,1,1,1,2,1,52,22,0,0,0,0,0,0,0,0,0,0,52,52,0,0,52,0.66242,2.946769,1.665565,0.910401,4.713595,3.285824,6.712689,1,0.085512,1,20,POINT (-2778.590699999593 538933.4429000001)
148,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,PETIT GABO,Un village,EPP PETIT GABO,764178,537727,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,22,12,19,6,15,8,16,4,7,1,13,7,92,65,27,0,92,1.171975,21.950986,20.390195,14.584622,25.455601,26.362209,30.975469,2,0.394592,1,23,POINT (98572.96109999996 538336.5344999991)
149,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,DOGBO,-1,HEREMANKONO,Un village,EPP HERE MANKONO,713916,537963,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,36,14,23,12,41,20,40,13,25,12,24,9,189,162,27,0,189,2.407643,38.628879,35.707806,25.147506,34.853767,34.545047,34.081446,3,0.434159,1,23,POINT (48237.36959999986 539020.2392999995)
150,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,PETIT DALOA,Un campement,EC PETIT DALOA,733554,537969,Communautaire,Ouverte,Mixte,2,-1,-1,1,1,1,2,1,16,9,9,5,10,5,13,7,11,2,5,1,64,40,24,0,64,0.815287,11.559101,12.146346,11.455074,11.870857,12.355926,13.035581,1,0.166058,1,20,POINT (67909.9598000003 538851.3529000003)
151,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,DOGBO,-1,VINCENTKRO,Un campement,EPP VINCENTKRO,711059,538105,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,18,7,8,6,20,5,16,10,12,6,14,4,88,88,0,0,88,1.121019,24.655647,19.057742,18.443608,26.437383,23.760614,30.371622,1,0.3869,1,23,POINT (45376.07969999965 539187.9711000007)
152,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,CAMPEMENT NEMLIN,Un campement,EPP CAMPEMENT NEMLIN,781854,538252,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,33,16,25,14,22,10,35,20,33,14,22,10,170,170,0,0,170,2.165605,26.60873,33.812076,37.096425,28.129549,35.805646,31.825952,3,0.405426,1,23,POINT (116270.34240000043 538704.8090000004)
153,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,DJAHIO,Un village,EPP DJAHIO,748839,538355,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,44,27,35,15,46,24,22,8,22,8,20,12,189,189,0,0,189,2.407643,46.970838,23.886484,26.941923,44.979909,27.842094,46.767663,3,0.595766,1,23,POINT (83220.87150000036 539101.8069000002)
154,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,DOGBO,-1,BLEDIE,Un village,EPP BLEDIE,719984,538654,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,47,22,47,30,35,16,67,33,50,19,44,19,290,236,51,3,287,3.656051,38.278807,62.045208,50.945298,38.404168,62.334582,41.743085,3,0.531759,1,23,POINT (54322.8797000004 539658.4455999993)
155,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,MAMOUDOUKRO,Un village,EPP MAMOUDOUKRO,755613,538887,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,34,17,22,9,28,13,22,10,17,7,13,7,136,136,0,0,136,1.732484,31.443016,21.443656,24.513567,31.741826,23.450269,34.41443,3,0.4384,1,23,POINT (90008.33800000045 539574.1359999999)
156,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,KPOTE,Un village,EPP KPOTE2,773419,539007,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,27,11,21,12,30,14,26,13,0,0,0,0,104,90,14,0,104,1.324841,31.089932,24.181654,3.121374,29.926815,24.433032,31.076951,2,0.395885,1,23,POINT (107834.73419999983 539535.5713999998)
157,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,KPOTE,Un village,EPP POTE,773374,539010,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,26,9,27,15,32,15,33,14,41,21,36,11,195,164,31,0,195,2.484076,27.149477,27.168788,35.909562,22.352072,23.795592,19.576905,3,0.249387,1,23,POINT (107789.71870000008 539538.9752999991)
158,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,SAN PEDRO,-1,MANDEKRO,Un campement,EPP MANDEKRO,730356,539110,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,20,8,19,5,11,6,27,15,12,3,10,3,99,86,13,0,99,1.261146,9.716994,23.006272,12.20086,8.360524,21.167144,7.824691,2,0.099678,1,23,POINT (64716.94039999973 540022.7098999992)
159,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,PODIO,Un village,EPP PODIO,777934,539364,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,50,22,40,20,30,15,22,10,31,15,8,5,181,181,0,0,181,2.305732,32.499257,24.441673,32.743594,32.487233,28.627262,35.271687,3,0.449321,1,23,POINT (112356.98570000008 539852.6476000007)
160,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,CANTONDOUGOU,Un village,EPP CANTONDOUGOU  PPU,785783,539510,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,65,21,60,30,43,20,49,22,32,10,43,15,292,292,0,0,292,3.719745,38.532036,41.785023,29.327548,33.346247,38.247095,31.085599,3,0.395995,1,23,POINT (120213.56120000035 539928.7789999992)
161,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,DOGBO,-1,KOFFIKRAKRO,Un campement,EPP KOFFIKRAKRO,726507,539527,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,27,12,27,14,32,15,25,14,24,13,23,9,158,158,0,0,158,2.012739,34.324219,26.356374,29.343895,34.019489,30.089904,36.616367,3,0.46645,1,23,POINT (60865.19369999971 540474.7717000004)
162,PRIMAIRE,SAN-PEDRO,GRABO,SAN PEDRO,TABOU,GRABO,0,SIAHE,Un village,EPP SIAHE,667902,539816,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,1,16,7,30,10,32,14,26,13,27,10,24,8,155,155,0,0,155,1.974522,35.092942,26.069294,29.240222,35.077583,28.344157,37.784952,3,0.481337,1,20,POINT (2134.04899999965 541288.3847000003)
163,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,CANTONDOUGOU,Un village,EPP CANTONDOUGOU  ICI,786797,539856,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,34,18,49,26,48,22,30,10,0,0,0,0,161,161,0,0,161,2.050955,46.105272,26.142388,2.210973,41.958107,24.665006,41.081954,3,0.523337,1,23,POINT (121231.38370000012 540265.9858999997)
164,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,DOGBO,-1,BLOHO,Un village,EPP BLOHO,719183,539928,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,65,35,21,11,19,10,0,0,0,0,0,0,105,97,5,3,102,1.299363,25.472791,6.662261,7.933492,28.384861,13.701486,33.488708,2,0.426608,1,23,POINT (53531.7918999996 540941.9251000006)
165,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,LAPAIXKRO,Un village,EPP LA  PAIXKRO,758772,539930,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,7,5,20,8,21,11,12,9,14,6,5,1,79,45,30,4,75,0.955414,24.863466,13.765878,17.334034,25.929467,16.703269,28.915127,1,0.368346,1,23,POINT (93180.45349999983 540590.2101000007)
166,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,BLEKRO-BATIAKE,Un campement,EPP KOUASSIBLEKRO,742250,540015,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,26,8,18,9,22,12,22,9,14,6,20,8,122,81,41,0,122,1.55414,27.377453,22.554032,20.325351,29.24929,25.358903,33.229843,3,0.42331,1,23,POINT (76637.46640000027 540822.9078000002)
167,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,GRAND-BEREBY,-1,KANDAKRO,Un campement,EPP KANDAKRO,739230,540301,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,32,19,66,35,35,16,43,22,24,8,50,23,250,144,96,10,240,3.057325,32.513389,36.956281,23.621377,28.951947,34.300934,27.849033,3,0.354765,1,23,POINT (73615.56099999975 541136.3233000003)
168,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,PETIT- PEDRO,Un village,EPP  PETIT- PEDRO,766831,540362,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,66,28,64,33,69,36,51,24,39,20,40,19,329,302,20,7,322,4.101911,70.712498,54.091233,46.773429,68.245869,61.432332,71.888771,3,0.915781,1,23,POINT (101252.28519999981 540950.7030999996)
169,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,KOYEKRO,Un village,EPP KOYEKRO,777462,540585,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,41,21,40,18,42,27,45,32,44,19,27,13,239,239,0,0,239,3.044586,38.196096,38.713912,41.138236,33.459996,35.954252,31.637276,3,0.403023,1,23,POINT (111895.47510000039 541078.9203999992)
170,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,DOGBO,-1,BENJAMINKRO,Un campement,EPP BENJAMINKRO,735676,540625,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,26,9,27,17,38,24,30,12,34,15,23,14,178,178,0,0,178,2.267516,38.902265,30.028706,36.411581,37.373593,32.630758,39.040458,3,0.497331,1,23,POINT (70059.01559999958 541492.6063000001)
171,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,DOGBO,-1,BELLE VILLE,Un campement,EC BELLE-VILLE,723589,540723,Communautaire,Ouverte,Mixte,2,-1,-1,1,1,1,2,1,13,5,8,3,5,0,7,2,0,0,0,0,33,33,0,0,33,0.420382,5.267069,6.984491,0.0,5.203319,7.370324,5.609636,1,0.07146,1,20,POINT (57952.82060000021 541698.9394000005)
172,PRIMAIRE,SAN-PEDRO,DOBA,SAN PEDRO,SAN PEDRO,DOBA,-1,N'GUESSANKRO,Un campement,EPP N'GUESSANKRO,755943,541442,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,50,20,26,14,26,13,20,11,32,15,14,5,168,100,68,0,168,2.140127,24.493238,17.576309,29.457605,22.025415,16.719248,21.371483,3,0.272248,1,23,POINT (90361.57149999961 542129.3284000009)
173,PRIMAIRE,SAN-PEDRO,GRABO,SAN PEDRO,TABOU,DJOUROUTOU,-1,N'GUESSANKRO,Un campement,EPP N'GUESSANKRO,755943,541442,Public,Ouverte,Mixte,2,-1,-1,2,1,1,2,1,37,17,50,25,35,18,22,10,16,7,15,5,175,175,0,0,175,2.229299,35.460158,20.444316,20.776465,33.566907,21.177689,34.310626,3,0.437078,1,21,POINT (90361.57149999961 542129.3284000009)
174,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,N'GUESSANKO,Un campement,EPP N'GUESSANKRO,755943,541442,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,16,3,13,7,3,0,24,12,8,2,20,6,84,72,12,0,84,1.070064,2.545263,19.759118,7.006744,2.095507,17.305885,1.835335,1,0.02338,1,23,POINT (90361.57149999961 542129.3284000009)
175,PRIMAIRE,SAN-PEDRO,GRABO,SAN PEDRO,TABOU,GRABO,0,NEGBATCHI,Un village,EPP NEGBATCHI,669811,541719,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,1,12,3,19,8,0,0,0,0,0,0,0,0,31,31,0,0,31,0.394904,3.843612,2.998017,4.031775,6.239834,6.225717,9.088259,1,0.115774,1,20,POINT (4065.1986999996006 543179.3394000009)
176,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,FATOUAKRO,Un campement,EPP FATOUAKRO,779830,541721,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,1,46,21,31,12,37,17,51,27,26,11,26,12,217,125,39,53,164,2.089172,32.672787,42.654353,23.942433,27.88754,38.194208,25.547498,3,0.325446,1,20,POINT (114275.65440000035 542194.7050999999)
177,PRIMAIRE,SAN-PEDRO,GRABO,SAN PEDRO,TABOU,GRABO,0,CARREFOUR DAO,Un campement,EC CARREFOUR DAO,674506,541740,Communautaire,Ouverte,Mixte,2,-1,-1,1,1,1,2,1,15,5,13,6,16,8,11,2,4,2,0,0,59,59,0,0,59,0.751592,15.752785,12.609468,5.97446,14.917842,15.010408,15.580589,1,0.198479,1,20,POINT (8772.641099999659 543158.2273999993)
178,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,CAMPEMENT COLONEL,Un campement,EPP CAMPEMENT COLONEL,761172,542125,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,52,18,38,20,38,19,32,15,27,12,22,13,209,150,19,40,169,2.152866,34.418051,27.900019,23.647761,30.062963,26.030772,28.309203,3,0.360627,1,23,POINT (95602.87760000024 542766.2811999992)
179,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,BASSAWA,Un campement,EPP BASSAWA,740205,542173,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,21,11,16,8,18,10,22,12,15,8,14,7,106,56,50,0,106,1.350318,18.09023,18.112525,14.698332,16.904797,16.066707,16.89554,2,0.21523,1,23,POINT (74608.78359999973 543002.3879000004)
180,PRIMAIRE,SAN-PEDRO,GRABO,SAN PEDRO,TABOU,GRABO,0,FETAI,Un village,EPP FETAI,658725,542186,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,1,32,15,9,1,6,1,0,0,0,0,0,0,47,47,0,0,47,0.598726,13.802714,7.883675,10.144465,18.455465,16.311813,24.6627,1,0.314175,1,20,POINT (-7046.984400000423 543747.2487000003)
181,PRIMAIRE,SAN-PEDRO,GRABO,SAN PEDRO,TABOU,GRABO,0,BINKADI,Un campement,EC BINKADI,671973,542650,Communautaire,Ouverte,Mixte,2,-1,-1,1,1,1,2,1,27,10,18,4,26,17,12,4,14,3,15,9,112,112,0,0,112,1.426752,22.699552,10.656823,12.521916,19.231854,10.164901,17.509633,2,0.223053,1,20,POINT (6241.25530000031 544093.3542999998)
182,PRIMAIRE,SAN-PEDRO,GRAND-BEREBY,SAN PEDRO,SAN PEDRO,DOGBO,-1,DAR-ES-SALAM,Un campement,EPP DAR-ES- SALAM,712786,542714,Public,Ouverte,Mixte,2,-1,-1,1,1,1,2,2,33,21,46,24,26,15,39,21,12,7,15,8,171,102,69,0,171,2.178344,26.158803,35.106585,13.371375,24.794688,34.195546,25.507162,3,0.324932,1,23,POINT (47147.70010000002 543790.5176999997)
183,PRIMAIRE,SAN-PEDRO,SAN-PEDRO,SAN PEDRO,SAN PEDRO,SAN PEDRO,0,CAMARABOUGOU,Un campement,EC CAMARABOUGOU,754295,542793,Communautaire,Ouverte,Mixte,2,-1,-1,1,1,1,2,1,21,8,19,7,23,11,27,13,0,0,0,0,90,90,0,0,90,1.146497,23.74166,26.004289,5.072233,22.982385,27.308286,24.24329,2,0.308832,1,20,POINT (88723.64300000016 543496.7807)
